X,Y,A
13.57149943331791,11.658235457190317,0.3220307395413165
13.577808802243547,11.657508770773372,0.3268807931567515
13.58887508947402,11.655395065051106,0.33573632807555603
13.594298065269383,11.654580827756185,0.3398768924814811
13.605896371007905,11.652436013052414,0.34876071096027444
13.611519649131402,11.651342159967921,0.35323825929648106
13.622922527704574,11.650147672470634,0.3618568563960558
13.628084578698326,11.649296496655648,0.36583318751667054
13.637477845698717,11.647166208246777,0.3732366649025619
13.64240847100506,11.64650508826848,0.3771327960996979
13.652707446505321,11.644049644671284,0.3846813258655209
13.657531687207388,11.643242361620617,0.3882813490784972
13.667636760401878,11.641211444481744,0.39575751209486837
13.671829606506254,11.639905723785708,0.39898153802478814
13.680933458337558,11.638039217862827,0.40595115623196615
13.685557488754544,11.6369874670416,0.40930634586371906
13.182494182518074,12.938688402238576,0.2509976873873342
12.88493075409426,14.97562896273368,0.1191878792668151
12.267050724021601,18.73517493287209,0.1261389085376764
12.159521672959036,20.45437806528386,-0.08780193783754692
13.349999794849255,22.538978706412948,-0.9349769177811138
14.323378736719938,22.99072817768758,-1.304594519227852
16.8647150509181,22.49944314316057,-2.1431920142652565
17.66846269361382,21.700566528273672,-2.545666112657784
18.161116754274705,20.395744731067552,3.054049090951904
18.39301651151125,22.348477358898748,3.003877995556477
18.7924318047027,26.267404588794648,2.968441778657119
19.016070810960862,28.250878936562927,3.0516194420577043
19.7729858854077,31.94782127759057,2.976249782237933
20.156571427657227,33.471605316269326,2.8249980915140585
21.225254089263025,36.9231519194221,2.770919702206281
21.96180300198806,38.600778997247886,2.7252553349606514
23.406787646399053,41.89214908405903,2.6224201915336525
24.24547740110561,43.52169487405345,2.714791359270912
25.953983090371665,46.33175825548617,2.569045500471546
26.85038473791951,47.85149766179816,2.5709389506981415
28.984145627512127,50.60878067323627,2.5290288675898434
29.874432696401986,51.76086330459029,2.3949364072980215
31.50392381248196,53.49619181382287,2.560105191746055
31.464712968706657,53.441145703955925,2.5240696140485843
31.507542419773692,53.5055634349223,2.5358630400363467
31.44927725028308,53.43113186873147,2.4965366430208777
31.44401432554477,53.430395413601374,2.49997849283081
31.483503194289323,53.49044899982462,2.4960072227409094
31.4648392697406,53.47594517875887,2.5449164893253697
31.46515731240995,53.484011279869414,2.5611966348931112
31.446809273697816,53.47147024362447,2.60042500517155
31.43583374636241,53.46679849144739,2.6123138320927355
31.425822529764012,53.48153283750475,2.617517410121863
31.409043575225123,53.464558249067906,2.6254941275665815
31.42277700069055,53.53080598219375,2.609235274204102
31.414484078934443,53.53653739829447,2.6165327994300047
31.397401919839076,53.5463535659069,2.630710284148191
31.371377259508627,53.52530985558335,2.6450962161263663
31.34852992022532,53.53433008127472,2.6515039694168805
31.351261594983868,53.56466308207908,2.6485057781148704
31.325464905145925,53.56551805260829,2.659764994098728
31.303709400606188,53.55098277790131,2.671398079090767
31.287413334972385,53.57786659654512,2.6759652865991694
31.255793395167466,53.54082811558318,2.693195226104557
31.249672500721196,53.572346289767,2.6944586685956846
31.251825416783184,53.59394785245448,2.6889639198562114
31.24469984677879,53.605986183293005,2.6900205236274344
31.244311679396713,53.63098697917673,2.6872754828067107
31.202854755722107,53.59128928738393,2.7139573717358485
31.193120211856346,53.60300224151651,2.7198418424530963
31.154673531520498,53.59798969541845,2.742357990168105
31.128100154198528,53.60593223115755,2.7533248440884015
31.073116087307156,53.61988973774814,2.775605767725965
31.056714765950943,53.62660710253016,2.782885822597138
30.990417320845797,53.63617007439876,2.8083463977683167
30.961612326598143,53.65414700993819,2.8228084252025307
30.882227898862617,53.671911871948694,2.855626032108003
30.841483198653208,53.69380954076375,2.876114598916546
30.766109604480825,53.71888436602704,2.9104850023366704
30.73888740349058,53.731590799580985,2.9239615718327117
30.6677234650127,53.75720288926801,2.95759173893036
30.63236921813871,53.770877229961656,2.9750975074364816
30.57625657870488,53.78809533724068,3.002090457974219
30.55492652439676,53.79507400939729,3.012608392713322
30.50513738559051,53.80200126131178,3.034826787611435
30.478890560146503,53.8035282474094,3.046188270173048
30.447092355834585,53.811477401971175,3.061966941178881
30.43029964513688,53.81482145364387,3.070207251282161
30.367840710080028,53.80060540414288,3.092798070521006
30.340574689654282,53.79431741560765,3.1028612515650797
30.312130966156076,53.786120357711305,3.1126753043837403
30.30048542206569,53.783438131441144,3.1166250062447727
30.2819790973006,53.779043194994614,3.122906680549985
30.27502465088231,53.777209871084324,3.1252296390451786
30.259340946090518,53.77318646996193,3.130520791771037
30.253094495115008,53.77157011686393,3.132630277933777
30.239108811235653,53.76800663076989,3.1373937495051707
30.230682156117567,53.7657930087435,3.1402527092475947
30.21770285657027,53.76213731717202,-3.138566150319917
30.211941100141072,53.760510291920696,-3.1366325624581672
30.200191190451847,53.757013239376406,-3.13270023508642
30.195655031660017,53.75553860140726,-3.131216248722247
30.187545263687035,53.75254912182107,-3.128631920975431
