X,Y,A,R
15.007685927949987,22.370650204177036,0.1725028600958799,-1.0
15.007685927949987,22.370650204177036,0.1725028600958799,-1.0
15.007685927949987,22.370650204177036,0.1725028600958799,-60.00000000000021
14.986178318016565,22.5146833427439,0.12395473017386265,-60.00000000000021
14.97168584201069,22.65959052141249,0.0754066002518454,-60.00000000000021
14.964242650843852,22.805030272497685,0.026858470329828146,-60.00000000000021
14.963866284083668,22.950659873329837,-0.021689659592189103,-60.00000000000021
14.970557628622604,23.09613615386633,-0.07023778951420635,-60.00000000000021
14.98430091658808,23.24111630535738,-0.1187859194362236,-60.00000000000021
15.005063762498782,23.38525868816049,-0.16733404935824087,-60.00000000000021
15.032797239579685,23.528223636799915,-0.2158821792802581,-60.00000000000021
15.067435995055964,23.669674260374098,-0.26443030920227534,-60.00000000000021
15.108898404154047,23.809277236424947,-0.3129784391242926,-60.00000000000021
15.157086762446975,23.946703596398216,-0.3615265690463098,-60.00000000000021
15.211887516090789,24.0816295008441,-0.5071709588123616,-60.00000000000021
15.340794389197345,24.342714795676365,-0.507170958812364,-1.0
15.340794389197345,24.342714795676365,-0.507170958812364,-1.0
15.340794389197345,24.342714795676365,-0.507170958812364,7.060228642434315e+16
15.408477478834673,24.464523567033527,-0.507170958812364,7.060228642434315e+16
15.476160568472,24.586332338390683,-0.5071709588123638,7.060228642434315e+16
15.54384365810933,24.708141109747846,-0.5071709588123638,7.060228642434315e+16
15.611526747746657,24.829949881105005,-0.5071709588123638,7.060228642434315e+16
15.679209837383985,24.951758652462168,-0.5071709588123637,7.060228642434315e+16
15.746892927021312,25.073567423819327,-0.5071709588123637,7.060228642434315e+16
15.814576016658643,25.195376195176486,-0.5071709588123636,7.060228642434315e+16
16.312206922121952,26.09095896937665,-0.507170958812364,-1.0
16.312206922121952,26.09095896937665,-0.507170958812364,-1.0
16.312206922121952,26.09095896937665,-0.507170958812364,2.106569764094013e+16
16.38211162877156,26.216765968949186,-0.5071709588123638,2.106569764094013e+16
16.452016335421167,26.342572968521722,-0.5071709588123637,2.106569764094013e+16
16.52192104207077,26.468379968094258,-0.5071709588123635,2.106569764094013e+16
16.591825748720375,26.594186967666793,-0.5071709588123634,2.106569764094013e+16
16.661730455369984,26.719993967239326,-0.5071709588123633,2.106569764094013e+16
16.73163516201959,26.84580096681186,-0.5071709588123632,2.106569764094013e+16
16.801539868669195,26.971607966384397,-0.507170958812363,2.106569764094013e+16
16.8714445753188,27.097414965956933,-0.5071709588123628,2.106569764094013e+16
16.941349281968407,27.22322196552947,-0.5071709588123627,2.106569764094013e+16
17.011253988618012,27.349028965102,-0.5071709588123626,2.106569764094013e+16
17.081158695267618,27.474835964674536,-0.5071709588123622,2.106569764094013e+16
17.283619455046562,27.83920314307694,-0.507170958812364,-1.0
17.283619455046562,27.83920314307694,-0.507170958812364,-1.0
17.283619455046562,27.83920314307694,-0.507170958812364,2.106569764094013e+16
17.353524161696168,27.965010142649476,-0.5071709588123638,2.106569764094013e+16
17.423428868345773,28.09081714222201,-0.5071709588123637,2.106569764094013e+16
17.49333357499538,28.216624141794547,-0.5071709588123635,2.106569764094013e+16
17.563238281644985,28.34243114136708,-0.5071709588123634,2.106569764094013e+16
17.63314298829459,28.468238140939615,-0.5071709588123633,2.106569764094013e+16
17.703047694944196,28.59404514051215,-0.5071709588123632,2.106569764094013e+16
17.772952401593805,28.719852140084686,-0.507170958812363,2.106569764094013e+16
17.84285710824341,28.845659139657222,-0.5071709588123628,2.106569764094013e+16
17.912761814893013,28.971466139229754,-0.5071709588123627,2.106569764094013e+16
17.98266652154262,29.09727313880229,-0.5071709588123626,2.106569764094013e+16
18.052571228192228,29.223080138374826,-0.5071709588123622,2.106569764094013e+16
18.255031987971172,29.58744731677723,-0.507170958812364,-1.0
18.255031987971172,29.58744731677723,-0.507170958812364,-1.0
18.255031987971172,29.58744731677723,-0.507170958812364,60.00000000000008
18.322654847759125,29.716425109922284,-0.4586228288903465,60.00000000000008
18.383938861077727,29.848532611609492,-0.41007469896832904,60.00000000000008
18.43873961472154,29.98345851605538,-0.36152656904631164,60.00000000000008
18.48692797301447,30.12088487602865,-0.3129784391242942,60.00000000000008
18.528390382112555,30.260487852079496,-0.2644303092022767,60.00000000000008
18.56302913758883,30.40193847565368,-0.21588217928025927,60.00000000000008
18.590762614669735,30.544903424293107,-0.1673340493582418,60.00000000000008
18.611525460580438,30.689045807096214,-0.11878591943622435,60.00000000000008
18.625268748545913,30.83402595858727,-0.0702377895142069,60.00000000000008
18.63196009308485,30.979502239123757,-0.021689659592189436,60.00000000000008
18.631583726324664,31.125131839955912,0.02685847032982802,60.00000000000008
18.624140535157828,31.270571591041108,0.17250286009588023,60.00000000000008
18.588140449218532,31.559511908276562,0.1725028600958799,-1.0
18.588140449218532,31.559511908276562,0.1725028600958799,-1.0
18.588140449218532,31.559511908276562,0.1725028600958799,59.99999999999996
18.559668387137744,31.702331598695416,0.2210509900178973,59.99999999999996
18.524298966128978,31.843601292359615,0.2695991199399147,59.99999999999996
18.482115532748466,31.98298809316479,0.31814724986193205,59.99999999999996
18.433217490486626,32.1201635419646,0.36669537978394945,59.99999999999996
18.37772006552791,32.25480439057089,0.41524350970596685,59.99999999999996
18.315754035225133,32.38659336347449,0.46379163962798425,59.99999999999996
18.247465419928126,32.515219905491634,0.5123397695500016,59.99999999999996
18.17301513889292,32.64038091357422,0.560887899472019,59.99999999999996
18.09257863108227,32.76178145105943,0.6094360293940364,59.99999999999996
18.00634544175109,32.879135442675576,0.6579841593160538,59.99999999999996
17.91451877579103,32.9921663486665,0.7065322892380712,59.99999999999996
17.817315018886667,33.10060781644589,0.8521766790041233,59.99999999999996
17.607704589666874,33.30271170328148,0.8521766790041237,-1.0
17.607704589666874,33.30271170328148,0.8521766790041237,-1.0
17.607704589666874,33.30271170328148,0.8521766790041237,-59.99999999999996
17.500445951722025,33.401219098317014,0.8036285490821063,-59.99999999999996
17.398094160447084,33.504815590117076,0.755080419160089,-59.99999999999996
17.30089040354272,33.61325705789646,0.7065322892380715,-59.99999999999996
17.20906373758266,33.726287963887394,0.6579841593160541,-59.99999999999996
17.12283054825148,33.84364195550354,0.6094360293940367,-59.99999999999996
17.04239404044083,33.96504249298875,0.5608878994720193,-59.99999999999996
16.96794375940562,34.090203501071336,0.5123397695500019,-59.99999999999996
16.899655144108618,34.218830043088474,0.46379163962798453,-59.99999999999996
16.83768911380584,34.35061901599207,0.41524350970596713,-59.99999999999996
16.782191688847124,34.48525986459837,0.3666953797839497,-59.99999999999996
16.733293646585285,34.62243531339818,0.3181472498619323,-59.99999999999996
16.691110213204773,34.761822114203355,0.1725028600958799,-59.99999999999996
16.62726873011522,35.0459114982864,0.1725028600958799,-1.0
16.62726873011522,35.0459114982864,0.1725028600958799,-1.0
16.62726873011522,35.0459114982864,0.1725028600958799,-3.957875932190432e+16
16.60290080209982,35.18576854028039,0.1725028600958798,-3.957875932190432e+16
16.578532874084424,35.325625582274384,0.17250286009587973,-3.957875932190432e+16
16.55416494606903,35.465482624268375,0.17250286009587965,-3.957875932190432e+16
16.52979701805363,35.60533966626236,0.17250286009587956,-3.957875932190432e+16
16.505429090038234,35.74519670825635,0.17250286009587948,-3.957875932190432e+16
16.481061162022836,35.885053750250336,0.1725028600958794,-3.957875932190432e+16
16.45669323400744,36.02491079224433,0.1725028600958793,-3.957875932190432e+16
16.432325305992045,36.16476783423831,0.17250286009587923,-3.957875932190432e+16
16.407957377976647,36.3046248762323,0.17250286009587915,-3.957875932190432e+16
16.38358944996125,36.44448191822629,0.17250286009587906,-3.957875932190432e+16
16.35922152194585,36.58433896022028,0.17250286009587895,-3.957875932190432e+16
16.28397153537361,37.016227979484924,0.1725028600958799,-1.0
16.28397153537361,37.016227979484924,0.1725028600958799,-1.0
16.28397153537361,37.016227979484924,0.1725028600958799,-60.00000000000032
16.262463925440187,37.16026111805179,0.12395473017386267,-60.00000000000032
16.24797144943431,37.30516829672038,0.07540660025184545,-60.00000000000032
16.240528258267474,37.450608047805574,0.02685847032982823,-60.00000000000032
16.24015189150729,37.59623764863773,-0.021689659592188992,-60.00000000000032
16.246843236046224,37.741713929174225,-0.07023778951420621,-60.00000000000032
16.260586524011703,37.88669408066527,-0.11878591943622344,-60.00000000000032
16.281349369922403,38.03083646346838,-0.16733404935824064,-60.00000000000032
16.309082847003307,38.17380141210781,-0.21588217928025788,-60.00000000000032
16.343721602479587,38.315252035681986,-0.2644303092022751,-60.00000000000032
16.38518401157767,38.45485501173284,-0.31297843912429235,-60.00000000000032
16.433372369870597,38.59228137170611,-0.3615265690463096,-60.00000000000032
16.48817312351441,38.727207276151994,-0.5071709588123612,-60.00000000000032
16.617079996620966,38.98829257098426,-0.507170958812364,-1.0
16.617079996620966,38.98829257098426,-0.507170958812364,-1.0
16.617079996620966,38.98829257098426,-0.507170958812364,-3.957875932190432e+16
16.688221798039184,39.116325961145996,-0.5071709588123641,-3.957875932190432e+16
16.759363599457394,39.24435935130773,-0.5071709588123642,-3.957875932190432e+16
16.830505400875612,39.37239274146947,-0.5071709588123643,-3.957875932190432e+16
16.901647202293827,39.50042613163121,-0.5071709588123644,-3.957875932190432e+16
16.97278900371204,39.62845952179294,-0.5071709588123645,-3.957875932190432e+16
17.043930805130255,39.75649291195468,-0.5071709588123646,-3.957875932190432e+16
17.115072606548473,39.88452630211641,-0.5071709588123647,-3.957875932190432e+16
