X,Y,A,R
17.39812589478981,8.311839954382044,-0.03326233464799787,-1.0
17.39812589478981,8.311839954382044,-0.03326233464799787,-1.0
17.39812589478981,8.311839954382044,0.23168131323186308,113.2238409354974
17.25,9.8,0.23168131323186308,-1.0
17.25,9.8,0.23168131323186308,-1.0
17.25,9.8,0.23168131323186308,-421.37241856343246
17.102478456491998,10.474593903490135,0.19234888960773883,-421.37241856343246
16.977143368262276,11.153659920960813,0.15301646598361457,-421.37241856343246
16.874129374880013,11.836468574679026,0.11368404235949031,-421.37241856343246
16.793547137771967,12.522286366434026,0.035019195111241797,-421.37241856343246
16.7,13.9,0.035019195111241797,-1.0
16.7,13.9,0.035019195111241797,-1.0
16.7,13.9,0.035019195111241797,318.0779435420471
16.65772669622539,14.62849949108263,0.0900841137139473,318.0779435420471
16.582080650606077,15.354292999252712,0.1451490323166528,318.0779435420471
16.473221119776586,16.075852520891264,0.20021395091935829,318.0779435420471
16.331377284289225,16.791658966136,0.3103437881247693,318.0779435420471
15.95,18.2,0.3103437881247693,-1.0
15.95,18.2,0.3103437881247693,-1.0
15.95,18.2,0.3103437881247693,-91.62377398041262
15.795242830387716,18.835400568057693,0.1317515376043999,-91.62377398041262
15.732536053170946,19.486362566584127,-0.04684071291596953,-91.62377398041262
15.763157521008855,20.139620547126192,-0.4040252139567084,-91.62377398041262
16.1,21.4,-0.4040252139567084,-1.0
16.1,21.4,-0.4040252139567084,-1.0
16.1,21.4,-0.4040252139567084,191.55638164315366
16.343401994102372,22.029847312398694,-0.31000489243951573,191.55638164315366
16.541822055927263,22.675278677250354,-0.12196424940513045,191.55638164315366
16.8,24.0,-0.12196424940513045,-1.0
16.8,24.0,-0.12196424940513045,-1.0
16.8,24.0,-0.12196424940513045,-243.5394105683209
16.904332311254276,24.6878359295011,-0.19815159028066842,-243.5394105683209
17.047776252923125,25.36859090207406,-0.3505262720317444,-243.5394105683209
17.45,26.7,-0.3505262720317444,-1.0
17.45,26.7,-0.3505262720317444,-1.0
17.45,26.7,-0.2060730459784784,201.76616651578814
17.85,28.1,-0.2060730459784784,-1.0
17.85,28.1,-0.2060730459784784,-1.0
17.85,28.1,-0.2060730459784784,-407.6786046357101
18.007402449608527,28.79251511482542,-0.24788326773549818,-407.6786046357101
18.18883299641147,29.479126847969574,-0.28969348949251794,-407.6786046357101
18.394071414239576,30.15900176826878,-0.3315037112495377,-407.6786046357101
18.622868578172394,30.831314621917084,-0.41512415476357734,-407.6786046357101
19.15,32.15,-0.41512415476357734,-1.0
19.15,32.15,-0.41512415476357734,-1.0
19.15,32.15,-0.41512415476357734,1017.9706590289722
19.408934289708117,32.74784180115283,-0.40019057974330985,1017.9706590289722
19.66019507718773,33.348948948230145,-0.3852570047230423,1017.9706590289722
19.903741195100984,33.95322295399382,-0.37032342970277476,1017.9706590289722
20.13953274010516,34.560564812337915,-0.3553898546825073,1017.9706590289722
20.367531079390524,35.17087501451007,-0.32552270464197225,1017.9706590289722
20.8,36.4,-0.32552270464197225,-1.0
20.8,36.4,-0.32552270464197225,-1.0
20.8,36.4,-0.32552270464197225,-380.8561960269191
21.04822348666742,37.09113547740822,-0.37694400391523925,-380.8561960269191
21.322910106895034,37.772186435952115,-0.47978660246177324,-380.8561960269191
21.95,39.1,-0.47978660246177324,-1.0
21.95,39.1,-0.47978660246177324,-1.0
21.95,39.1,-0.47978660246177324,1237.635521233659
22.25819288284857,39.70026152990337,-0.4667017778323394,1237.635521233659
22.559822309831652,40.30384785024066,-0.45361695320290557,1237.635521233659
22.854852418270465,40.91068719671964,-0.4405321285734718,1237.635521233659
23.143248130121965,41.520707418274725,-0.4143624793146041,1237.635521233659
23.7,42.75,-0.4143624793146041,-1.0
23.7,42.75,-0.4143624793146041,-1.0
23.7,42.75,-0.4143624793146041,-194.36103785032637
24.017536907960356,43.404353547822495,-0.514176640471306,-194.36103785032637
24.38312404755538,44.033125602567004,-0.7138049627847097,-194.36103785032637
25.25,45.2,-0.7138049627847097,-1.0
25.25,45.2,-0.7138049627847097,-1.0
25.25,45.2,-0.7138049627847097,283.3129936200105
25.696948839551577,45.742653019469756,-0.6542447384831365,283.3129936200105
26.116424543439233,46.30681230421485,-0.5946845141815631,283.3129936200105
26.50739395112381,46.891088340837015,-0.5351242898799898,283.3129936200105
26.86889411252191,47.49404206876752,-0.4160038412768432,283.3129936200105
27.5,48.75,-0.4160038412768432,-1.0
27.5,48.75,-0.4160038412768432,-1.0
27.5,48.75,-0.4160038412768432,-116.59927706744537
27.845894720862617,49.4139841996447,-0.5702126236625398,-116.59927706744537
28.27402946789983,50.02816561720617,-0.7244214060482363,-116.59927706744537
28.77734369243283,50.58241553076609,-0.8786301884339329,-116.59927706744537
29.347537029663748,51.06759357383472,-1.1870477532053259,-116.59927706744537
30.65,51.8,-1.1870477532053259,-1.0
30.65,51.8,-1.1870477532053259,-1.0
30.65,51.8,-1.1870477532053259,231.01596517719122
31.258380850430406,52.06623061240924,-1.1199640745446595,231.01596517719122
31.850456333196227,52.36698403443772,-1.0528803958839932,231.01596517719122
32.42426941787598,52.70126616379035,-0.9857967172233267,231.01596517719122
32.977923438089014,53.0679720732821,-0.9187130385626604,231.01596517719122
33.50958836068571,53.465889663034645,-0.7845456812413276,231.01596517719122
34.5,54.35,-0.7845456812413276,-1.0
34.5,54.35,-0.7845456812413276,-1.0
34.5,54.35,-1.1810417652533303,-64.07363226212873
35.55,55.05,-1.1810417652533303,-1.0
35.55,55.05,-1.1810417652533303,-1.0
35.55,55.05,-1.1810417652533303,-498.5254798465294
36.199280650537645,55.3061391460113,-1.2115900496046001,-498.5254798465294
36.85547837569287,55.543998707061725,-1.24213833395587,-498.5254798465294
37.518078654746134,55.763392178889205,-1.27268661830714,-498.5254798465294
38.18656194677364,55.96414753638203,-1.3032349026584098,-498.5254798465294
38.86040409801617,56.146107368462665,-1.3337831870096797,-498.5254798465294
39.53907675286506,56.309129001512886,-1.3643314713609496,-498.5254798465294
40.22204776814253,56.453084611243256,-1.3948797557122194,-498.5254798465294
40.90878163035209,56.577861322919446,-1.4254280400634893,-498.5254798465294
41.59873987557141,56.683361299866625,-1.4559763244147592,-498.5254798465294
42.29138151165871,56.76950182018256,-1.5170728931172999,-498.5254798465294
