X,Y,A,R
4.624137613451673,2.2387681989131636,0.007869487732918729,-1.0
4.624137613451673,2.2387681989131636,0.007869487732918729,-1.0
4.624137613451673,2.2387681989131636,0.007869487732918729,-3809.265324042862
4.623017627177667,2.3885719960263287,0.007082942428878601,-3809.265324042862
4.622015468711126,2.5383766277210356,0.006296397124838473,-3809.265324042862
4.621131138671998,2.688182001320115,0.005509851820798346,-3809.265324042862
4.620364637607416,2.8379880241459503,0.004723306516758218,-3809.265324042862
4.6197159659915314,2.98779460352052,0.00393676121271809,-3809.265324042862
4.619185124225666,3.137601646765482,0.003150215908677962,-3809.265324042862
4.61877211263824,3.287409061202169,0.0023636706046378337,-3809.265324042862
4.61847693148475,3.43721675415172,0.0015771253005977055,-3809.265324042862
4.618299580947848,3.587024632935055,0.0007905799965575775,-3809.265324042862
4.618240061137165,3.7368326048730367,4.0346925174494005e-06,-3809.265324042862
4.618298372089612,3.886640577286421,-0.0007825106115226787,-3809.265324042862
4.618474513769073,4.036448457495993,-0.0015690559155628067,-3809.265324042862
4.618768486066607,4.186256152822587,-0.002355601219602935,-3809.265324042862
4.619180288800301,4.336063570587157,-0.003142146523643063,-3809.265324042862
4.619709921715447,4.485870618110795,-0.003928691827683191,-3809.265324042862
4.620357384484336,4.635677202714881,-0.004715237131723319,-3809.265324042862
4.6211226767064275,4.785483231721031,-0.005501782435763446,-3809.265324042862
4.62200579790828,4.935288612451231,-0.006288327739803574,-3809.265324042862
4.623006747543563,5.085093252227864,-0.007074873043843702,-3809.265324042862
4.6241255249929765,5.234897058373754,-0.00786141834788383,-3809.265324042862
4.625362129564465,5.384699938212265,-0.008647963651923957,-3809.265324042862
4.626716560492923,5.534501799067321,-0.009434508955964085,-3809.265324042862
4.628188816940494,5.6843025482634815,-0.010221054260004213,-3809.265324042862
4.629778897996303,5.834102093125985,-0.01100759956404434,-3809.265324042862
4.63148680267669,5.983900340980824,-0.011794144868084468,-3809.265324042862
4.633312529925014,6.1336971991547955,-0.012580690172124596,-3809.265324042862
4.6352560786118175,6.283492574975547,-0.013367235476164724,-3809.265324042862
4.637317447534691,6.433286375771644,-0.014153780780204852,-3809.265324042862
4.639496635418361,6.583078508872632,-0.01494032608424498,-3809.265324042862
4.6417936409146705,6.732868881609086,-0.01572687138828511,-3809.265324042862
4.644208462602592,6.882657401312684,-0.01651341669232524,-3809.265324042862
4.646741098988173,7.03244397531622,-0.017299961996365368,-3809.265324042862
4.649391548504568,7.182228510953706,-0.018086507300405497,-3809.265324042862
4.652159809512092,7.332010915560431,-0.018873052604445627,-3809.265324042862
4.6550458802981325,7.481791096472975,-0.019659597908485756,-3809.265324042862
4.658049759077244,7.631568961029323,-0.020446143212525886,-3809.265324042862
4.66117144399103,7.781344416568857,-0.021232688516566015,-3809.265324042862
4.66441093310825,7.931117370432489,-0.022019233820606145,-3809.265324042862
4.667768224424826,8.080887729962647,-0.022805779124646274,-3809.265324042862
4.67124331586372,8.23065540250338,-0.023592324428686404,-3809.265324042862
4.674836205275042,8.380420295400398,-0.024378869732726533,-3809.265324042862
4.678546890436074,8.530182316001124,-0.025165415036766663,-3809.265324042862
4.682375369051165,8.67994137165477,-0.025951960340806792,-3809.265324042862
4.686321638751835,8.829697369712363,-0.02673850564484692,-3809.265324042862
4.690385697096687,8.979450217526846,-0.02752505094888705,-3809.265324042862
4.6945675415714945,9.129199822453096,-0.02831159625292718,-3809.265324042862
4.698867169589143,9.278946091847978,-0.02909814155696731,-3809.265324042862
4.703284578489644,9.428688933070475,-0.02988468686100744,-3809.265324042862
4.707819765540137,9.578428253481626,-0.03067123216504757,-3809.265324042862
4.712472727934937,9.72816396044469,-0.0314577774690877,-3809.265324042862
4.71724346279548,9.877895961325152,-0.032244322773127825,-3809.265324042862
4.722131967170334,10.027624163490792,-0.03303086807716795,-3809.265324042862
4.727138238035167,10.177348474311735,-0.03381741338120808,-3809.265324042862
4.7322622722928855,10.327068801160507,-0.0346039586852482,-3809.265324042862
4.737504066773411,10.476785051412115,-0.03539050398928833,-3809.265324042862
4.74286361823399,10.626497132444065,-0.036177049293328455,-3809.265324042862
4.74834092335886,10.776204951636473,-0.03696359459736858,-3809.265324042862
4.753935978759486,10.925908416372067,-0.03775013990140871,-3809.265324042862
4.7596487809744445,11.075607434036279,-0.03853668520544883,-3809.265324042862
4.765479326469503,11.225301912017287,-0.03932323050948896,-3809.265324042862
4.771427611637563,11.374991757706091,-0.040109775813529085,-3809.265324042862
4.777493632798709,11.524676878496528,-0.04089632111756921,-3809.265324042862
4.783677386200225,11.674357181785396,-0.04168286642160934,-3809.265324042862
4.789978868016405,11.824032574972442,-0.04246941172564946,-3809.265324042862
4.796398074348872,11.973702965460468,-0.04325595702968959,-3809.265324042862
4.802935001226402,12.123368260655361,-0.044042502333729715,-3809.265324042862
4.809589644604827,12.273028367966184,-0.04482904763776984,-3809.265324042862
4.8163620003672705,12.422683194805153,-0.04561559294180997,-3809.265324042862
4.823252064323995,12.572332648587825,-0.04640213824585009,-3809.265324042862
4.830259832212398,12.721976636733018,-0.04718868354989022,-3809.265324042862
4.8373852996971465,12.871615066662969,-0.047975228853930345,-3809.265324042862
4.844628462370046,13.021247845803337,-0.04876177415797047,-3809.265324042862
4.851989315750053,13.170874881583288,-0.0495483194620106,-3809.265324042862
